Method,Rank,Train Time (s),Inference (ms),Setup (ms),Solve (ms),Total (ms),25th Percentile (ms),75th Percentile (ms),Median Iterations
MLP_Nested,2,415.890562792,39.06114550000339,0.19552050001436783,31.279562499946678,95.82641699993388,82.32283349995839,111.26113575001284,72.0
MLP_Nested,4,415.890562792,39.06114550000339,0.2515834999883282,63.74781249996886,125.28754150002896,110.49544799999688,143.35095874994863,69.0
MLP_Nested,6,415.890562792,39.06114550000339,0.34379200003797905,59.03183299999171,123.43368800000576,107.11063550004951,142.20216625001126,66.0
MLP_Nested,8,415.890562792,39.06114550000339,0.48964600000545033,58.805437499955815,118.52412449994176,107.54458499995678,141.2916034999654,63.0
MLP_Nested,10,415.890562792,39.06114550000339,0.5476250000100435,55.795291499990185,118.00239699999793,105.82389625000843,136.7839377500779,59.0
MLP_Nested,12,415.890562792,39.06114550000339,0.651311999945392,56.1326870000034,123.05172900013872,103.83542700000703,140.63769775000878,56.0
MLP_Nested,14,415.890562792,39.06114550000339,0.727832999984912,55.51235450002423,119.96616749991063,101.4581665000236,138.33005150006272,53.0
MLP_Nested,20,415.890562792,39.06114550000339,0.9610834999875806,53.235291499973414,114.98160449994543,103.3755525000597,132.4180620000015,48.0
MLP_Nested,24,415.890562792,39.06114550000339,1.0418959999967115,47.38022950002119,109.52168750000624,97.47537549991137,121.55907249999132,42.0
MLP_Nested,26,415.890562792,39.06114550000339,1.0678125000254113,44.569896000005826,110.34297900003764,95.62925074998762,123.7326980001967,39.0
MLP_Nested,28,415.890562792,39.06114550000339,1.1278744999572154,41.970021500004506,103.56010300000662,95.24966599995821,123.84905225004061,36.0
MLP_Nested,30,415.890562792,39.06114550000339,1.153104000024996,44.90087499999618,106.61610449997738,92.92068674998433,128.7626884999895,35.0
MLP_Nested,32,415.890562792,39.06114550000339,1.1010624999698848,40.685478999989755,102.1063544999663,91.03322825010451,126.40948974999078,33.0
MLP_Nested,36,415.890562792,39.06114550000339,1.347063000011417,38.94320850000099,100.34099950000552,92.04714599998454,123.02774024995244,31.0
MLP_Nested,40,415.890562792,39.06114550000339,1.578541500023789,39.367249999983756,100.50108350000642,90.66166800009512,118.18846999988608,29.0
MLP_Nested,44,415.890562792,39.06114550000339,1.7735415000217358,38.079125000024305,101.30287550001071,86.13752024999854,120.26827099998627,28.0
MLP_Nested,48,415.890562792,39.06114550000339,1.7952505000096153,35.7803749999448,99.34602099991707,88.55044725004291,112.78656149998056,27.0
MLP_Nested,52,415.890562792,39.06114550000339,2.105562500005931,38.78681300005837,100.75650000008807,91.56766750000145,118.21655175000956,26.5
MLP_Nested,56,415.890562792,39.06114550000339,2.287687499958224,37.65004200002409,101.34558350005918,90.96951074999993,122.8478339999981,26.0
MLP_Nested,60,415.890562792,39.06114550000339,2.1942295000201284,41.50208349999929,103.53710449990672,93.16554150002787,124.63515674999948,25.5
MLP_Nested,64,415.890562792,39.06114550000339,2.1279795000026525,42.54418750002742,106.12116749990096,94.4054485000585,127.49689649997653,25.0
MLP_Nested,68,415.890562792,39.06114550000339,2.532478999953014,40.08356300002447,103.22906199996851,93.55362550002155,119.6826877499575,25.0
